journey_id,channel,attributed_revenue,attributed_conversions,model
33,Paid Social,0.0,0.0,First Touch
33,Video,0.0,0.0,First Touch
34,Video,102.69701110857582,1.0,First Touch
34,Display,0.0,0.0,First Touch
34,Paid Search,0.0,0.0,First Touch
34,Paid Social,0.0,0.0,First Touch
34,Display,0.0,0.0,First Touch
35,Paid Social,64.68085290269084,1.0,First Touch
35,Paid Search,0.0,0.0,First Touch
35,Video,0.0,0.0,First Touch
35,Display,0.0,0.0,First Touch
36,Email,105.73028435287672,1.0,First Touch
36,Display,0.0,0.0,First Touch
36,Paid Social,0.0,0.0,First Touch
36,Paid Search,0.0,0.0,First Touch
37,Paid Search,98.2715516318465,1.0,First Touch
37,Video,0.0,0.0,First Touch
37,Paid Search,98.2715516318465,1.0,First Touch
37,Video,0.0,0.0,First Touch
37,Video,0.0,0.0,First Touch
37,Display,0.0,0.0,First Touch
37,Display,0.0,0.0,First Touch
37,Video,0.0,0.0,First Touch
38,Video,102.30316646085274,1.0,First Touch
39,Paid Search,62.98658718587459,1.0,First Touch
40,Video,143.0192457791496,1.0,First Touch
41,Display,96.72283373280683,1.0,First Touch
41,Paid Search,0.0,0.0,First Touch
42,Paid Social,109.04804634822108,1.0,First Touch
42,Video,0.0,0.0,First Touch
42,Display,0.0,0.0,First Touch
42,Paid Social,109.04804634822108,1.0,First Touch
43,Paid Search,104.00476483292688,1.0,First Touch
43,Display,0.0,0.0,First Touch
43,Paid Social,0.0,0.0,First Touch
43,Paid Social,0.0,0.0,First Touch
43,Paid Search,104.00476483292688,1.0,First Touch
43,Paid Search,104.00476483292688,1.0,First Touch
44,Display,99.35342880115358,1.0,First Touch
45,Display,92.67021033378096,1.0,First Touch
45,Paid Social,0.0,0.0,First Touch
45,Paid Search,0.0,0.0,First Touch
46,Video,92.89090404899764,1.0,First Touch
47,Display,114.51942738324492,1.0,First Touch
47,Paid Social,0.0,0.0,First Touch
47,Paid Social,0.0,0.0,First Touch
47,Display,114.51942738324492,1.0,First Touch
47,Video,0.0,0.0,First Touch
48,Video,91.60981579703385,1.0,First Touch
48,Paid Search,0.0,0.0,First Touch
48,Paid Search,0.0,0.0,First Touch
48,Paid Search,0.0,0.0,First Touch
48,Paid Search,0.0,0.0,First Touch
48,Paid Search,0.0,0.0,First Touch
48,Display,0.0,0.0,First Touch
49,Paid Search,86.01069284876276,1.0,First Touch
49,Paid Social,0.0,0.0,First Touch
49,Affiliate,0.0,0.0,First Touch
49,Email,0.0,0.0,First Touch
49,Display,0.0,0.0,First Touch
50,Paid Search,135.09553480166392,1.0,First Touch
50,Video,0.0,0.0,First Touch
50,Email,0.0,0.0,First Touch
50,Display,0.0,0.0,First Touch
50,Video,0.0,0.0,First Touch
50,Email,0.0,0.0,First Touch
50,Paid Search,135.09553480166392,1.0,First Touch
51,Paid Search,128.6953165183391,1.0,First Touch
51,Video,0.0,0.0,First Touch
51,Paid Search,128.6953165183391,1.0,First Touch
51,Paid Search,128.6953165183391,1.0,First Touch
51,Paid Search,128.6953165183391,1.0,First Touch
51,Paid Social,0.0,0.0,First Touch
52,Video,113.91333606878158,1.0,First Touch
52,Paid Search,0.0,0.0,First Touch
52,Paid Social,0.0,0.0,First Touch
52,Paid Social,0.0,0.0,First Touch
52,Paid Search,0.0,0.0,First Touch
52,Video,113.91333606878158,1.0,First Touch
53,Display,87.15572400574524,1.0,First Touch
53,Video,0.0,0.0,First Touch
53,Paid Search,0.0,0.0,First Touch
53,Paid Search,0.0,0.0,First Touch
54,Paid Search,63.79681851462381,1.0,First Touch
54,Paid Search,63.79681851462381,1.0,First Touch
54,Video,0.0,0.0,First Touch
54,Paid Social,0.0,0.0,First Touch
54,Paid Search,63.79681851462381,1.0,First Touch
55,Paid Search,77.50763033780615,1.0,First Touch
56,Video,149.93241326869986,1.0,First Touch
56,Affiliate,0.0,0.0,First Touch
56,Video,149.93241326869986,1.0,First Touch
56,Video,149.93241326869986,1.0,First Touch
56,Paid Search,0.0,0.0,First Touch
57,Video,86.98528967861472,1.0,First Touch
57,Video,86.98528967861472,1.0,First Touch
57,Paid Search,0.0,0.0,First Touch
57,Paid Search,0.0,0.0,First Touch
57,Paid Search,0.0,0.0,First Touch
57,Video,86.98528967861472,1.0,First Touch
58,Video,79.83502739231568,1.0,First Touch
58,Paid Search,0.0,0.0,First Touch
58,Paid Social,0.0,0.0,First Touch
58,Paid Search,0.0,0.0,First Touch
58,Paid Search,0.0,0.0,First Touch
58,Display,0.0,0.0,First Touch
58,Display,0.0,0.0,First Touch
58,Video,79.83502739231568,1.0,First Touch
59,Video,92.2379005951014,1.0,First Touch
59,Display,0.0,0.0,First Touch
59,Paid Search,0.0,0.0,First Touch
59,Video,92.2379005951014,1.0,First Touch
59,Paid Social,0.0,0.0,First Touch
59,Video,92.2379005951014,1.0,First Touch
59,Paid Search,0.0,0.0,First Touch
59,Paid Social,0.0,0.0,First Touch
60,Paid Search,114.48902856191194,1.0,First Touch
61,Email,96.44991963981197,1.0,First Touch
61,Paid Search,0.0,0.0,First Touch
61,Paid Social,0.0,0.0,First Touch
62,Paid Social,90.23840126342976,1.0,First Touch
63,Paid Search,57.70093377075592,1.0,First Touch
63,Paid Social,0.0,0.0,First Touch
63,Display,0.0,0.0,First Touch
63,Paid Search,57.70093377075592,1.0,First Touch
63,Paid Social,0.0,0.0,First Touch
64,Display,110.50471496812344,1.0,First Touch
64,Display,110.50471496812344,1.0,First Touch
64,Paid Search,0.0,0.0,First Touch
64,Paid Search,0.0,0.0,First Touch
64,Paid Search,0.0,0.0,First Touch
64,Paid Search,0.0,0.0,First Touch
64,Video,0.0,0.0,First Touch
64,Paid Search,0.0,0.0,First Touch
65,Paid Search,123.80134132849724,1.0,First Touch
65,Display,0.0,0.0,First Touch
65,Paid Search,123.80134132849724,1.0,First Touch
65,Display,0.0,0.0,First Touch
65,Affiliate,0.0,0.0,First Touch
65,Paid Social,0.0,0.0,First Touch
65,Paid Social,0.0,0.0,First Touch
66,Paid Search,99.65883020511758,1.0,First Touch
66,Paid Social,0.0,0.0,First Touch
66,Paid Search,99.65883020511758,1.0,First Touch
66,Display,0.0,0.0,First Touch
66,Paid Search,99.65883020511758,1.0,First Touch
66,Paid Search,99.65883020511758,1.0,First Touch
66,Paid Search,99.65883020511758,1.0,First Touch
66,Paid Social,0.0,0.0,First Touch
67,Video,119.18293101153068,1.0,First Touch
67,Paid Search,0.0,0.0,First Touch
67,Paid Social,0.0,0.0,First Touch
67,Paid Search,0.0,0.0,First Touch
67,Paid Social,0.0,0.0,First Touch
67,Display,0.0,0.0,First Touch
67,Paid Search,0.0,0.0,First Touch
67,Paid Search,0.0,0.0,First Touch
68,Paid Search,120.17520704861175,1.0,First Touch
68,Video,0.0,0.0,First Touch
68,Paid Search,120.17520704861175,1.0,First Touch
68,Paid Search,120.17520704861175,1.0,First Touch
69,Display,125.04363494128768,1.0,First Touch
70,Video,102.47587052518004,1.0,First Touch
71,Paid Search,128.40121708888572,1.0,First Touch
71,Video,0.0,0.0,First Touch
71,Paid Social,0.0,0.0,First Touch
71,Paid Social,0.0,0.0,First Touch
71,Affiliate,0.0,0.0,First Touch
72,Paid Search,142.04541548252058,1.0,First Touch
72,Paid Search,142.04541548252058,1.0,First Touch
72,Paid Social,0.0,0.0,First Touch
72,Paid Search,142.04541548252058,1.0,First Touch
72,Paid Search,142.04541548252058,1.0,First Touch
72,Display,0.0,0.0,First Touch
73,Paid Search,100.28613597728663,1.0,First Touch
73,Display,0.0,0.0,First Touch
73,Email,0.0,0.0,First Touch
73,Paid Search,100.28613597728663,1.0,First Touch
73,Paid Search,100.28613597728663,1.0,First Touch
73,Email,0.0,0.0,First Touch
73,Paid Social,0.0,0.0,First Touch
74,Paid Search,124.89253464749808,1.0,First Touch
74,Display,0.0,0.0,First Touch
74,Video,0.0,0.0,First Touch
74,Paid Search,124.89253464749808,1.0,First Touch
75,Paid Social,68.89485302847827,1.0,First Touch
75,Display,0.0,0.0,First Touch
75,Video,0.0,0.0,First Touch
75,Paid Social,68.89485302847827,1.0,First Touch
75,Video,0.0,0.0,First Touch
76,Video,87.40105646473474,1.0,First Touch
76,Paid Social,0.0,0.0,First Touch
77,Paid Search,70.94801218164282,1.0,First Touch
77,Affiliate,0.0,0.0,First Touch
77,Paid Search,70.94801218164282,1.0,First Touch
77,Paid Search,70.94801218164282,1.0,First Touch
78,Paid Social,109.8983468607706,1.0,First Touch
78,Video,0.0,0.0,First Touch
78,Display,0.0,0.0,First Touch
79,Video,91.60151937399633,1.0,First Touch
79,Paid Search,0.0,0.0,First Touch
79,Paid Search,0.0,0.0,First Touch
79,Video,91.60151937399633,1.0,First Touch
80,Video,109.13686181607086,1.0,First Touch
80,Paid Search,0.0,0.0,First Touch
81,Paid Social,98.53971890353294,1.0,First Touch
81,Paid Search,0.0,0.0,First Touch
81,Paid Search,0.0,0.0,First Touch
81,Display,0.0,0.0,First Touch
81,Paid Social,98.53971890353294,1.0,First Touch
81,Affiliate,0.0,0.0,First Touch
81,Paid Search,0.0,0.0,First Touch
81,Paid Search,0.0,0.0,First Touch
82,Paid Search,52.70134366720224,1.0,First Touch
82,Paid Search,52.70134366720224,1.0,First Touch
82,Paid Social,0.0,0.0,First Touch
82,Affiliate,0.0,0.0,First Touch
82,Display,0.0,0.0,First Touch
83,Paid Search,100.96452807452292,1.0,First Touch
83,Paid Search,100.96452807452292,1.0,First Touch
83,Display,0.0,0.0,First Touch
83,Paid Search,100.96452807452292,1.0,First Touch
83,Video,0.0,0.0,First Touch
83,Paid Social,0.0,0.0,First Touch
83,Paid Social,0.0,0.0,First Touch
83,Paid Search,100.96452807452292,1.0,First Touch
84,Paid Social,139.70690267873155,1.0,First Touch
84,Paid Social,139.70690267873155,1.0,First Touch
84,Display,0.0,0.0,First Touch
84,Video,0.0,0.0,First Touch
85,Video,101.74798952487065,1.0,First Touch
85,Paid Search,0.0,0.0,First Touch
86,Paid Social,124.68512862616,1.0,First Touch
86,Paid Search,0.0,0.0,First Touch
87,Video,94.19326675189411,1.0,First Touch
87,Video,94.19326675189411,1.0,First Touch
87,Video,94.19326675189411,1.0,First Touch
87,Paid Social,0.0,0.0,First Touch
87,Paid Social,0.0,0.0,First Touch
87,Paid Social,0.0,0.0,First Touch
87,Paid Social,0.0,0.0,First Touch
88,Paid Social,123.50723662208972,1.0,First Touch
88,Paid Search,0.0,0.0,First Touch
88,Paid Search,0.0,0.0,First Touch
89,Paid Social,130.00765645648303,1.0,First Touch
89,Display,0.0,0.0,First Touch
90,Paid Search,97.25681370764276,1.0,First Touch
90,Video,0.0,0.0,First Touch
90,Display,0.0,0.0,First Touch
90,Display,0.0,0.0,First Touch
90,Display,0.0,0.0,First Touch
90,Paid Search,97.25681370764276,1.0,First Touch
90,Video,0.0,0.0,First Touch
90,Paid Search,97.25681370764276,1.0,First Touch
91,Paid Search,115.4203549922445,1.0,First Touch
91,Paid Search,115.4203549922445,1.0,First Touch
91,Display,0.0,0.0,First Touch
91,Paid Search,115.4203549922445,1.0,First Touch
92,Paid Search,87.93024603188388,1.0,First Touch
92,Paid Social,0.0,0.0,First Touch
92,Video,0.0,0.0,First Touch
92,Video,0.0,0.0,First Touch
92,Email,0.0,0.0,First Touch
92,Paid Social,0.0,0.0,First Touch
93,Paid Social,103.2691046977886,1.0,First Touch
93,Display,0.0,0.0,First Touch
93,Video,0.0,0.0,First Touch
93,Paid Social,103.2691046977886,1.0,First Touch
94,Paid Social,116.75198105505474,1.0,First Touch
94,Paid Search,0.0,0.0,First Touch
94,Paid Search,0.0,0.0,First Touch
95,Paid Search,74.47387098304195,1.0,First Touch
95,Video,0.0,0.0,First Touch
95,Video,0.0,0.0,First Touch
95,Paid Search,74.47387098304195,1.0,First Touch
96,Paid Search,107.90119676610716,1.0,First Touch
96,Display,0.0,0.0,First Touch
97,Video,45.49474838776315,1.0,First Touch
97,Affiliate,0.0,0.0,First Touch
98,Paid Social,76.13020457172946,1.0,First Touch
98,Video,0.0,0.0,First Touch
98,Display,0.0,0.0,First Touch
98,Paid Social,76.13020457172946,1.0,First Touch
98,Video,0.0,0.0,First Touch
98,Video,0.0,0.0,First Touch
99,Paid Social,113.564861582299,1.0,First Touch
99,Paid Search,0.0,0.0,First Touch
99,Video,0.0,0.0,First Touch
100,Video,136.80036416225337,1.0,First Touch
100,Paid Social,0.0,0.0,First Touch
100,Paid Search,0.0,0.0,First Touch
101,Video,95.07785753240226,1.0,First Touch
101,Paid Search,0.0,0.0,First Touch
101,Paid Search,0.0,0.0,First Touch
101,Paid Search,0.0,0.0,First Touch
101,Display,0.0,0.0,First Touch
101,Video,95.07785753240226,1.0,First Touch
101,Paid Search,0.0,0.0,First Touch
102,Affiliate,102.75989314030546,1.0,First Touch
102,Paid Search,0.0,0.0,First Touch
102,Paid Search,0.0,0.0,First Touch
102,Video,0.0,0.0,First Touch
102,Paid Search,0.0,0.0,First Touch
103,Paid Search,61.40936993694796,1.0,First Touch
104,Video,114.95867617687207,1.0,First Touch
104,Affiliate,0.0,0.0,First Touch
104,Paid Search,0.0,0.0,First Touch
104,Paid Search,0.0,0.0,First Touch
104,Paid Search,0.0,0.0,First Touch
105,Paid Social,93.98907007324144,1.0,First Touch
105,Paid Social,93.98907007324144,1.0,First Touch
105,Display,0.0,0.0,First Touch
105,Video,0.0,0.0,First Touch
105,Paid Social,93.98907007324144,1.0,First Touch
106,Display,100.07771375464093,1.0,First Touch
106,Paid Search,0.0,0.0,First Touch
106,Paid Search,0.0,0.0,First Touch
107,Paid Search,144.28353105669208,1.0,First Touch
107,Display,0.0,0.0,First Touch
108,Display,95.87655561509452,1.0,First Touch
108,Video,0.0,0.0,First Touch
108,Paid Search,0.0,0.0,First Touch
109,Display,100.09490629053649,1.0,First Touch
109,Paid Social,0.0,0.0,First Touch
110,Paid Search,85.96292433042791,1.0,First Touch
110,Paid Search,85.96292433042791,1.0,First Touch
110,Video,0.0,0.0,First Touch
110,Paid Search,85.96292433042791,1.0,First Touch
110,Email,0.0,0.0,First Touch
110,Paid Search,85.96292433042791,1.0,First Touch
111,Video,93.63479575584924,1.0,First Touch
111,Paid Search,0.0,0.0,First Touch
111,Paid Search,0.0,0.0,First Touch
111,Paid Social,0.0,0.0,First Touch
112,Video,71.26990007029265,1.0,First Touch
112,Paid Search,0.0,0.0,First Touch
112,Paid Search,0.0,0.0,First Touch
113,Paid Search,115.82144786518266,1.0,First Touch
113,Paid Search,115.82144786518266,1.0,First Touch
113,Paid Social,0.0,0.0,First Touch
113,Paid Search,115.82144786518266,1.0,First Touch
113,Paid Social,0.0,0.0,First Touch
113,Display,0.0,0.0,First Touch
114,Paid Search,97.4400823347226,1.0,First Touch
114,Display,0.0,0.0,First Touch
114,Paid Search,97.4400823347226,1.0,First Touch
114,Paid Search,97.4400823347226,1.0,First Touch
114,Paid Search,97.4400823347226,1.0,First Touch
114,Paid Search,97.4400823347226,1.0,First Touch
114,Paid Search,97.4400823347226,1.0,First Touch
115,Paid Search,157.04082193190155,1.0,First Touch
115,Paid Search,157.04082193190155,1.0,First Touch
116,Video,54.73453300049013,1.0,First Touch
116,Paid Search,0.0,0.0,First Touch
116,Paid Search,0.0,0.0,First Touch
117,Display,119.563970642879,1.0,First Touch
117,Video,0.0,0.0,First Touch
117,Paid Social,0.0,0.0,First Touch
118,Video,102.16263854803654,1.0,First Touch
118,Paid Search,0.0,0.0,First Touch
118,Email,0.0,0.0,First Touch
118,Paid Social,0.0,0.0,First Touch
119,Display,100.66463353315248,1.0,First Touch
120,Paid Social,124.18248089606932,1.0,First Touch
120,Display,0.0,0.0,First Touch
120,Video,0.0,0.0,First Touch
120,Video,0.0,0.0,First Touch
120,Paid Search,0.0,0.0,First Touch
120,Paid Search,0.0,0.0,First Touch
121,Display,99.03654345391467,1.0,First Touch
121,Paid Search,0.0,0.0,First Touch
121,Paid Search,0.0,0.0,First Touch
122,Video,114.83886737263916,1.0,First Touch
122,Paid Search,0.0,0.0,First Touch
122,Video,114.83886737263916,1.0,First Touch
122,Video,114.83886737263916,1.0,First Touch
122,Paid Social,0.0,0.0,First Touch
123,Video,90.62638275377162,1.0,First Touch
124,Paid Search,85.00626377202838,1.0,First Touch
125,Video,46.77005276999956,1.0,First Touch
125,Paid Social,0.0,0.0,First Touch
125,Video,46.77005276999956,1.0,First Touch
125,Paid Search,0.0,0.0,First Touch
125,Paid Social,0.0,0.0,First Touch
125,Paid Search,0.0,0.0,First Touch
125,Paid Search,0.0,0.0,First Touch
125,Display,0.0,0.0,First Touch
126,Video,75.86622012978091,1.0,First Touch
126,Paid Search,0.0,0.0,First Touch
127,Display,91.31191469516202,1.0,First Touch
127,Email,0.0,0.0,First Touch
127,Paid Social,0.0,0.0,First Touch
127,Paid Search,0.0,0.0,First Touch
127,Paid Search,0.0,0.0,First Touch
128,Paid Search,145.90564599325052,1.0,First Touch
128,Paid Search,145.90564599325052,1.0,First Touch
129,Paid Social,62.8736130218141,1.0,First Touch
130,Paid Search,96.90476764175853,1.0,First Touch
130,Paid Social,0.0,0.0,First Touch
130,Paid Social,0.0,0.0,First Touch
130,Paid Search,96.90476764175853,1.0,First Touch
131,Affiliate,110.69490995617832,1.0,First Touch
131,Paid Search,0.0,0.0,First Touch
131,Display,0.0,0.0,First Touch
131,Video,0.0,0.0,First Touch
131,Display,0.0,0.0,First Touch
131,Paid Search,0.0,0.0,First Touch
132,Paid Search,114.05682179786233,1.0,First Touch
132,Video,0.0,0.0,First Touch
132,Paid Search,114.05682179786233,1.0,First Touch
133,Paid Search,118.0466286944308,1.0,First Touch
134,Paid Social,123.98976314375184,1.0,First Touch
134,Paid Search,0.0,0.0,First Touch
134,Paid Search,0.0,0.0,First Touch
134,Affiliate,0.0,0.0,First Touch
134,Paid Search,0.0,0.0,First Touch
134,Video,0.0,0.0,First Touch
135,Display,92.06403612905795,1.0,First Touch
135,Video,0.0,0.0,First Touch
135,Affiliate,0.0,0.0,First Touch
135,Display,92.06403612905795,1.0,First Touch
135,Paid Social,0.0,0.0,First Touch
136,Display,114.38866274999737,1.0,First Touch
136,Paid Search,0.0,0.0,First Touch
136,Paid Search,0.0,0.0,First Touch
136,Paid Search,0.0,0.0,First Touch
136,Affiliate,0.0,0.0,First Touch
136,Paid Search,0.0,0.0,First Touch
136,Paid Social,0.0,0.0,First Touch
137,Paid Search,116.293703535076,1.0,First Touch
137,Paid Search,116.293703535076,1.0,First Touch
137,Paid Social,0.0,0.0,First Touch
137,Video,0.0,0.0,First Touch
138,Paid Search,94.7647793240098,1.0,First Touch
138,Paid Search,94.7647793240098,1.0,First Touch
138,Paid Social,0.0,0.0,First Touch
138,Affiliate,0.0,0.0,First Touch
138,Paid Search,94.7647793240098,1.0,First Touch
138,Display,0.0,0.0,First Touch
139,Video,105.92371528864874,1.0,First Touch
139,Paid Search,0.0,0.0,First Touch
139,Video,105.92371528864874,1.0,First Touch
139,Paid Search,0.0,0.0,First Touch
139,Paid Search,0.0,0.0,First Touch
139,Paid Social,0.0,0.0,First Touch
140,Email,68.81706325764577,1.0,First Touch
141,Display,85.16949537824102,1.0,First Touch
141,Paid Search,0.0,0.0,First Touch
141,Email,0.0,0.0,First Touch
141,Paid Social,0.0,0.0,First Touch
141,Video,0.0,0.0,First Touch
142,Display,111.49264887537468,1.0,First Touch
142,Paid Search,0.0,0.0,First Touch
142,Display,111.49264887537468,1.0,First Touch
142,Display,111.49264887537468,1.0,First Touch
142,Affiliate,0.0,0.0,First Touch
142,Paid Search,0.0,0.0,First Touch
143,Display,67.84016662290757,1.0,First Touch
144,Display,152.399968755636,1.0,First Touch
144,Video,0.0,0.0,First Touch
144,Video,0.0,0.0,First Touch
144,Paid Search,0.0,0.0,First Touch
145,Display,79.76284202768085,1.0,First Touch
145,Video,0.0,0.0,First Touch
145,Video,0.0,0.0,First Touch
145,Display,79.76284202768085,1.0,First Touch
146,Paid Search,84.38491479462053,1.0,First Touch
146,Paid Social,0.0,0.0,First Touch
146,Video,0.0,0.0,First Touch
146,Display,0.0,0.0,First Touch
146,Video,0.0,0.0,First Touch
146,Paid Search,84.38491479462053,1.0,First Touch
146,Video,0.0,0.0,First Touch
147,Paid Social,149.93785444511906,1.0,First Touch
147,Paid Search,0.0,0.0,First Touch
147,Display,0.0,0.0,First Touch
148,Paid Search,57.94183795522433,1.0,First Touch
148,Paid Search,57.94183795522433,1.0,First Touch
149,Display,31.25809950923562,1.0,First Touch
149,Video,0.0,0.0,First Touch
149,Email,0.0,0.0,First Touch
150,Paid Search,107.73478925392362,1.0,First Touch
150,Paid Social,0.0,0.0,First Touch
150,Paid Social,0.0,0.0,First Touch
150,Paid Search,107.73478925392362,1.0,First Touch
151,Paid Social,60.82354374411405,1.0,First Touch
151,Paid Search,0.0,0.0,First Touch
151,Display,0.0,0.0,First Touch
151,Video,0.0,0.0,First Touch
151,Paid Search,0.0,0.0,First Touch
151,Paid Social,60.82354374411405,1.0,First Touch
151,Paid Search,0.0,0.0,First Touch
151,Paid Search,0.0,0.0,First Touch
152,Video,76.49446977685707,1.0,First Touch
152,Paid Search,0.0,0.0,First Touch
